version,reputation,group,player,round,action,payoff,avg_action,wealth
"non-targeted, clustered",reputation = 0,8,195,6,1.0,50.0,1.0,1266.666666
"non-targeted, clustered",reputation = 0,8,195,7,1.0,50.0,1.0,1316.666666
"non-targeted, clustered",reputation = 0,8,195,8,1.0,50.0,1.0,1366.666666
"non-targeted, clustered",reputation = 0,8,195,9,1.0,50.0,1.0,1416.666666
"non-targeted, clustered",reputation = 0,8,195,10,1.0,50.0,1.0,1466.666666
"non-targeted, clustered",reputation = 0,8,195,11,1.0,50.0,1.0,1516.666666
"non-targeted, clustered",reputation = 0,8,195,12,1.0,50.0,1.0,1566.666666
"non-targeted, clustered",reputation = 0,8,195,13,1.0,50.0,1.0,1616.666666
"non-targeted, clustered",reputation = 0,8,195,14,1.0,50.0,1.0,1666.666666
"non-targeted, clustered",reputation = 0,8,195,15,1.0,50.0,1.0,1716.666666
"non-targeted, clustered",reputation = 0,8,195,16,1.0,50.0,1.0,1766.666666
"non-targeted, clustered",reputation = 0,8,196,1,1.0,50.0,1.0,1050.0
"non-targeted, clustered",reputation = 0,8,196,2,1.0,50.0,1.0,1100.0
"non-targeted, clustered",reputation = 0,8,196,3,1.0,50.0,1.0,1150.0
"non-targeted, clustered",reputation = 0,8,196,4,1.0,50.0,1.0,1200.0
"non-targeted, clustered",reputation = 0,8,196,5,1.0,50.0,1.0,1250.0
"non-targeted, clustered",reputation = 0,8,196,6,1.0,50.0,1.0,1300.0
"non-targeted, clustered",reputation = 0,8,196,7,1.0,50.0,1.0,1350.0
"non-targeted, clustered",reputation = 0,8,196,8,1.0,50.0,1.0,1400.0
"non-targeted, clustered",reputation = 0,8,196,9,1.0,50.0,1.0,1450.0
"non-targeted, clustered",reputation = 0,8,196,10,1.0,50.0,1.0,1500.0
"non-targeted, clustered",reputation = 0,8,196,11,1.0,50.0,1.0,1550.0
"non-targeted, clustered",reputation = 0,8,196,12,1.0,50.0,1.0,1600.0
"non-targeted, clustered",reputation = 0,8,196,13,1.0,50.0,1.0,1650.0
"non-targeted, clustered",reputation = 0,8,196,14,1.0,50.0,1.0,1700.0
